ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC PENDING QUEUED
23 1716902453.761 166 0 0 b495aa54544d1029420067b85234aacaf6a1a4441cca44364531c4c83287f1d2 0 0 0 0.046875 0 0
23 1716902453.761 86 80 1 49c2392b6c63d701e7e068cbc091ef6681f58091197cfcb73ce15bbb19fa67d4 b495aa54544d1029420067b85234aacaf6a1a4441cca44364531c4c83287f1d2 1 1 0.046875 212 0
