ID TIME TIMESTAMP BLOCK HASH PHASH BALANCE TX_COUNT
19 1716902453.767 0 0 b495aa54544d1029420067b85234aacaf6a1a4441cca44364531c4c83287f1d2 0 0 0
19 1716902453.767 80 1 f9e5785f89486247a6493b5715590acb348fe2477125e911eb82198629f10a8e b495aa54544d1029420067b85234aacaf6a1a4441cca44364531c4c83287f1d2 0 218
19 1716902453.767 160 2 624cd3b855637922d8f232f3b0da1eb5c9b9fb5cd5dde93fbf06d60b7c30633b f9e5785f89486247a6493b5715590acb348fe2477125e911eb82198629f10a8e 0 345
