ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC PENDING QUEUED
1 1718137576.293 80 0 0 75db45021898f9b9e2da0f7b798a33971c691c2e5d97fc0a36f4aed1de32dfe3 0 0 0 0.046875 0 0
